,Unnamed: 0,session_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1460,1460,18aaeb8615dd9,103509,4493756,103574,103557,7345376,1287335,9781296,3134818,2831212,5708958,2088146,473621,1033462,8321274,103479,2583216,346871,346876,7877724,103642,8858102,2267932,6380088,1532685,6000736
1461,1461,18ac2779411b0,897961,101377,134874,101392,101409,101372,110238,93319,101373,2402018,101382,95870,1955789,101399,101403,3484802,7114460,1572751,110235,2395937,101387,5659228,101381,96977,4944908
1462,1462,18b20ca4e08d4,1083480,441886,2459898,3053492,63941,562746,5969400,2552620,63223,64643,3176769,5849648,70748,5176490,152400,1354256,1953075,3548944,9440740,,,,,,
1463,1463,18b4c2f53e502,2404100,53045,920471,51078,742421,5938,13658,1653647,14744,3581608,968519,4891608,52949,9352184,2634674,1151803,2286686,52651,9450140,134872,3477828,3155038,908735,5943,993837
1464,1464,18ba2c03830a4,352521,117419,1552743,3758190,989023,5710482,1511655,9170346,6062846,4118716,7170414,695091,4635492,2565628,3514868,2329616,4441018,7019068,3758592,1335918,10977262,4944206,5143884,515156,3830108
1465,1465,18c2fd29bc5fc,1936617,3130312,1836115,8261524,2013163,4333582,7382048,2102622,4209010,7309280,9046222,1980273,179256,9979690,7763262,9267564,3816748,3366876,7707484,3867012,4041454,4748550,6826310,2096850,7888746
1466,1466,18c648b905010,3053490,9140530,44351,44566,3755104,101017,2747796,10187048,101022,3785048,43476,3805262,1140469,1252987,3134930,2575816,1280551,44766,43678,44114,7193358,44307,153944,2892126,9609728
1467,1467,18cbb252bb8c5,7323704,9179562,6323,6324,6325,6335,6329,6328,2071806,6330,6344,148222,1288649,3530622,6337,6327,1238100,6345,6332,6338,5058906,6441864,52143,6333,6336
1468,1468,18cc520e51df0,164192,164244,1373682,4051432,1493489,2153976,2373737,1211980,164194,164139,1165796,9598788,432681,1360477,127202,16702,5609196,2423844,172717,51333,8472746,1484775,931679,3506272,925197
1469,1469,18cdef30812b3,51680,52294,5450924,194316,14961,9361588,6989834,162984,467966,5505,7159302,921399,133226,13496,5591092,13356,555731,50819,1204598,336536,140904,9782158,10240868,10485118,
1470,1470,18ce38f3b5502,1333744,44060,5600640,8121464,5826706,7251272,8153508,1173126,4385944,2223024,8116734,6009884,10876926,8273846,,,,,,,,,,,
1471,1471,18d0c13d357fb,2542342,2381354,1172833,17146,153594,896667,17613,1834197,17066,85123,5845202,17396,16964,17459,3183770,85087,83751,904007,3432314,7185638,150229,17420,17537,847851,150227
1472,1472,18d275f8c1157,1258780,101726,2097650,908515,5705618,16405,55245,111504,121080,221321,101730,1329542,128039,55276,55302,9267580,1356313,55282,9237966,13978,8406752,55256,101728,55236,7261360
1473,1473,18d61d81a6928,1210440,45075,1121372,21697,22265,437006,2561195,5012362,1080670,21785,1084618,2799406,1303920,484886,4434150,21984,150132,150144,1819593,2524570,3183563,22298,2284062,21872,22354
1474,1474,18e24761ab14e,1029348,3502998,1149397,6520758,1135960,3829600,2004813,7383040,3544248,1028252,3542890,983717,3543098,1028038,3543018,10117176,7367520,8313316,7367616,106150,,,,,
1475,1475,18ea6dded8b6d,1181020,1487915,3184502,46281,149298,12593,893467,2521048,18485,18482,109911,3795246,12583,18478,6065540,1362740,12603,8250412,6733562,7018138,14644,153010,12611,12613,5139404
1476,1476,18ee6c4163635,6924230,6321510,9734524,,,,,,,,,,,,,,,,,,,,,,
1477,1477,18f120e37c4ef,98516,894173,2634014,5806894,928697,1741607,3241782,2432711,2145104,2299740,479196,4818168,,,,,,,,,,,,,
1478,1478,18f1882784f91,15119,1684791,1455251,40948,40917,3367468,866081,40907,2859646,15854,40893,2553292,40942,40899,5432672,40919,13734,40946,40887,40894,14896,4252204,7913988,40927,15114
1479,1479,18f4d747efa65,84646,23781,45070,23865,23842,23757,23759,23747,23761,23750,23926,123193,101263,23763,2358406,5066906,23967,1238056,7852462,23969,23762,23804,23879,946101,23826
1480,1480,18f4fb9478da1,6667452,2702655,5163444,4594420,2349962,6694980,721101,7090626,3864876,2662748,4720000,5648664,1376075,2788444,692841,3505396,3833682,2600348,2651703,2662744,4529856,5736898,5835934,2662740,6066840
1481,1481,18f6aa092e70a,14792,2254654,4170632,14787,8909434,2297952,35653,7860150,151099,25856,2067192,9317036,9337432,7381798,2256904,35645,251872,,,,,,,,
1482,1482,18feb476909b3,8621,8589,2593945,1810141,102080,904927,8591,893927,2593971,8578,8568,8543,1167514,8618,8595,8549,395101,8564,8599,8551,8586,8577,3145532,8565,1334382
1483,1483,1903ebae9f557,54773,18267,2568233,126619,106459,429691,54587,5104780,1651509,2835988,1000717,54725,1831277,54736,147878,54629,6688882,929395,1619397,4090532,54716,669421,1104404,2305930,2003415
1484,1484,190543328cc06,104632,393591,1244689,2759718,4504514,4758352,5008004,1052058,8253052,2077872,1244593,6953508,1244990,9317618,2535386,2083424,1245372,1668407,2245540,5130198,1009187,4567728,4526570,1754159,3795382
1485,1485,190d614f50b52,4004224,3227124,11182574,6867048,2845983,4944274,9439068,6678000,6807450,8422870,8281792,7238248,7059576,5166238,5526910,,,,,,,,,,
1486,1486,19171da5be0ab,4887358,2321738,1394012,4473994,6902576,7563714,1321126,111252,1954695,1993587,690066,37515,5706574,2621836,5435426,1871771,1001257,4061196,1229834,3557684,2732914,1393165,2621831,1218150,2301516
1487,1487,191a68cdf2154,68156,68550,60204,952489,885117,843146,1947961,62950,952995,64539,8121,2026955,5025082,68284,910923,2023953,1007181,2893671,1291612,130497,1852911,971207,2313442,2893631,1451273
1488,1488,191d8a281b28f,2032615,696131,2717877,2675230,4929252,4093342,10687612,8974208,2032849,5599976,6444050,7017180,9417752,7096636,,,,,,,,,,,
1489,1489,192660298e036,941555,2408496,812131,1177274,752016,2021243,1419774,2354800,751201,2943543,9981346,8277828,,,,,,,,,,,,,
1490,1490,19285bc63ab96,7911148,6778622,5210096,8409276,6675640,9214220,8149234,4503756,1962207,2353256,5054070,7360292,7359372,6515282,6625132,8464190,9101288,3841440,9362408,8001460,9245314,3162142,8966100,9183528,9336876
1491,1491,192936c027dab,2767604,8243,56757,78562,67361,8244,8275,2013089,2738364,5189196,67419,7345350,8320,8321,67383,7183426,8305,70991,4341420,102738,149703,15935,8312,8289,8268
1492,1492,19332586d2aa9,3538614,1024862,1024848,1473859,1949499,1734389,503026,1996269,2104614,8150654,2165230,1024896,2774834,2229576,1771795,1771487,1999085,3538980,1024840,1771429,3075651,1356790,1024890,3439298,2165244
1493,1493,1935016dcd7a8,159787,449226,227221,670626,894471,230861,6444906,14088,85027,1101644,99983,226316,201761,4655168,49701,86045,99874,165405,627146,4987376,565196,626446,10048420,49723,341226
1494,1494,193b4c5bbe7bf,1034094,1708185,2291176,3931134,103186,103118,508166,849066,1201996,494041,1386606,1048950,508701,521456,510426,1034032,1426852,1953481,156120,1415932,1627035,2297624,1034052,703181,1499735
1495,1495,193c7f619641b,66987,86457,67007,5910856,58748,68807,95024,59299,75968,72636,1724157,73745,67027,70387,6958388,78115,6654734,66994,72436,57858,65472,69980,56786,58379,63188
1496,1496,194359ce3e8db,2344190,2578276,511676,1560261,2857709,5640586,1080526,1827413,2273390,585331,914785,1266075,2454104,2027493,1560263,1240766,3842488,1961191,1668695,1827521,7219768,1299897,935837,2030955,1652507
1497,1497,1945ce74020b9,500281,1908371,493146,1028876,500161,493476,1954437,1028882,9215772,2216940,1625441,1585529,1028314,5798968,1625447,1638399,1028874,8759368,1532739,1054216,1585531,1948991,1982469,2165296,3752566
1498,1498,19480b83eb508,1329920,3132574,899055,4014476,149589,2612606,2832950,8692,8744,8653,8696,8809,8687,8814,8640,8771,8811,8665,8753,8758,8697,62376,8813,61684,8810
1499,1499,19489c9cb6a81,109030,1776449,2108150,1199564,1398648,3139272,1397322,3078681,443776,1351139,3816858,1369880,3749100,2142092,3061748,5861782,2922307,8388178,8262784,,,,,,
1500,1500,194929098d05f,2643592,2094536,47896,19333,47016,945391,46983,1331556,19331,1839505,19340,894629,894627,629336,629331,3184268,2095832,2155068,46798,1824187,9188176,2196838,1164901,2581126,1824191
1501,1501,1949b6a227557,63931,65310,186361,59371,561656,69625,63731,1082776,62809,62111,440471,63795,9440264,1257894,77857,65549,64331,78782,8386866,4250232,,,,,
1502,1502,1949c7ad5f958,1797623,40492,805306,147232,40320,7408,40215,80883,4398398,96065,156363,96097,85094,191826,40377,40805,80960,4848294,2156656,914561,95608,127750,996355,7412,113372
1503,1503,194f724738e6a,14853,102030,5063874,54900,1885149,1472445,2071410,325596,536941,1944311,8271440,3484774,8448816,102020,6696352,8493694,55020,6477166,1237456,888207,1627075,102010,5212376,55019,102064
1504,1504,194fe177078bf,43890,44012,8345844,2258776,3499074,43586,44916,43520,43672,1369410,8334976,43579,2053041,44743,43510,44625,4879096,1502265,5819280,4475690,1832163,2583790,44214,44028,101111
1505,1505,1950df31c9030,1003141,1003153,1031948,1063032,103508,1003129,8513832,1142633,3540036,8295158,1584855,3539950,2019299,2475100,596146,1060600,7369840,1522713,9506514,1146919,1042318,2483090,1724213,5821878,1585233
1506,1506,19518740b3180,1355579,1439126,2022713,9666144,9957866,,,,,,,,,,,,,,,,,,,,
1507,1507,1955113b4c2be,1380496,4772780,9893740,97117,108462,2757930,3437180,944343,8410468,8105926,4587600,2721532,4790964,6286586,1827869,2615199,8759804,1558373,522366,1669299,1941719,4537760,2758744,1475977,2181012
1508,1508,1962eed7f8181,218931,1109514,477216,1084198,2383707,1150971,1690219,477236,1962145,477401,477391,2024665,477396,2423015,1087946,1153348,325421,3245072,2031415,2812882,3463696,3067476,884271,944897,477251
1509,1509,196e0d7fa9137,5061788,904041,17578,2297488,17193,915647,17403,2483806,2734513,2562558,2826927,6420058,1965491,17499,150241,2904058,5120428,2200778,2589152,17317,17438,3807198,3991032,16928,153598
1510,1510,196f25bd878e3,1329032,104774,104749,881501,109369,104840,104777,611551,104731,5122102,104499,104710,104724,104747,104813,104912,153725,164677,655726,104803,687781,104675,478966,104591,8740576
1511,1511,1970de7fd9675,1053630,103409,2030603,2035937,2247710,103426,1822991,1627251,2258234,1953691,2027989,7724990,1035318,1118163,321506,2502348,44597,1035320,957863,7222622,1127598,1036550,614861,559211,3875670
1512,1512,1982823d848c1,8529,1810141,441851,102082,77124,488501,2386475,1283361,8521,8530,796756,8624,72426,893925,8588,6931042,6049310,8577,8614,64376,925367,8544,8621,59167,73556
1513,1513,198bba62e604c,9857656,4773508,4342348,104987,1352530,5849628,3403842,977727,2143854,502066,3133204,3133206,8295950,1352538,2302600,655716,104719,6147882,510126,1496381,1307050,1887759,1008739,4160592,6451832
1514,1514,198c7df3b25fa,2813998,2368268,1056384,2771502,5712296,2682132,2552898,3084238,1457325,1656947,6542484,1656477,2684345,2812118,1120927,4525130,2025999,1120925,106412,3854414,2038143,2030743,2037903,1562267,3955426
1515,1515,1998ffedda3b7,119983,115830,1097374,4550476,5801532,5038354,6268958,116444,753291,5060116,6724310,10129326,,,,,,,,,,,,,
1516,1516,199ff235b9a61,4493756,1543199,103645,10045128,9473416,103483,5708958,103532,818251,6693252,1033440,106198,5089356,473691,6655310,818261,1229458,1543055,1207033,103498,110185,9810752,110188,2088146,521421
1517,1517,19a0ad62112d7,2631584,4967338,37525,37584,80224,403536,3874680,5750112,2606704,3799448,3157306,80246,1632577,3193955,4414636,4517542,500296,5065904,3569356,848901,5081212,2072798,2772687,4389212,2925638
1518,1518,19a20beb630ff,3966442,5060346,1200764,2664372,3045931,3766338,1560207,3890960,955493,2715599,5191830,4805148,2662240,4996990,1394940,2841488,5193206,1541075,1052848,5074598,4919308,5503808,5429544,5112556,6205964
1519,1519,19ab6c1eee571,5773672,5747440,3103976,5069490,2864292,7096542,11234392,5349792,6374434,7157728,7716746,,,,,,,,,,,,,,
1520,1520,19b2f608db059,4257952,5582248,5869916,7792758,4275766,3486134,4560240,9900484,8642198,3136908,9732280,3252628,8432292,8526276,7842244,6513084,7848920,8281864,2618516,10977272,9657358,10399414,9910838,9127638,7782840
1521,1521,19b33ce85e6c7,92071,43575,1325453,930281,1258186,930383,9629340,1797607,92073,92075,92051,44849,43823,92054,43394,92072,92052,140968,464756,9918946,44053,1021777,2875696,44388,88672
1522,1522,19ba624186bb9,408906,5159468,320121,7025182,1615017,4665344,2517910,1292204,1610179,7893272,3978348,1628995,10600868,2314020,1998455,8933676,7168256,600991,6256540,1854729,1133923,3872538,7010466,,
1523,1523,19bad6055035f,2625125,1063302,5166988,2910074,5849342,5850498,3768674,5115130,5109356,7168948,5757806,8011254,4973764,2195974,3760726,7746606,2293956,1989545,1987751,1747003,5166756,3533510,5081182,1117127,5779140
1524,1524,19ce187d4544a,944541,1063154,2221376,7988572,319701,8144618,1285601,4511338,1832081,1265059,319681,2021043,5155488,2789810,1366487,5893662,3061556,2836704,2774478,1079784,6648862,5504304,6474108,1114029,2649336
1525,1525,19cf0e0dad5e8,1100220,3964164,4119526,2733080,6780912,5850530,4896800,2798948,1536733,6003074,7105514,6818324,,,,,,,,,,,,,
1526,1526,19d06fd166bf4,204491,204466,8976144,2059598,205271,205546,3211661,204406,204516,204521,4596108,3207852,3217226,4965076,5619348,2763306,3947820,4699588,10428388,204496,205536,6005250,4773546,866531,2789772
1527,1527,19d16f3eccb93,903627,1929317,1236477,2154586,1534563,2365722,1778243,1574281,1774677,1345505,2096324,3427404,3157025,1360402,2062184,1659983,1283290,5457038,1696743,1283280,2648688,1410412,1699587,9540282,928577
1528,1528,19d22bc32c555,899879,1180036,3842300,6855066,1351420,77463,57808,72943,56660,3493576,70875,72088,78620,72983,2552670,79149,60353,62853,513251,68187,977617,2046677,60501,60405,
1529,1529,19d5cfa792dbf,2667270,9377362,2663095,1018283,1535635,2788752,4989528,8012838,1018260,9501238,2702696,4488722,2064778,1403190,4712380,11067122,5044354,6199566,2529644,7746456,10511626,10601506,1158907,2663099,2704220
1530,1530,19d7b996f355a,1080124,151386,1332520,9099096,4410188,5478430,127270,923597,1079492,39001,106025,5588228,1626617,1501571,4549450,6558610,7031200,2227986,1768819,6175120,395471,2790356,8501894,10347616,2866730
1531,1531,19d93eb443730,4468656,2848280,2012591,4994492,4415524,5823564,5725708,6818866,4864270,9021030,1029494,4426940,4486030,5126968,4625428,2381828,4946620,6306164,6417498,4693674,7096232,7204808,10024804,1029492,1029604
1532,1532,19dae4b56b834,47867,2000313,3811106,9025402,4509044,12572,1362179,1460107,4565680,5773518,2429272,12559,6609210,6672878,9852304,3157114,9849748,2580288,5522388,1362488,47804,18648,3374192,436311,1332153
1533,1533,19e0a65747694,1384141,2707162,1364710,934069,18904,2530750,47045,1257765,3842698,46597,2333066,12620,18913,515946,7126736,12618,1320620,3252506,152873,5414344,12619,46830,18910,149021,2518208
1534,1534,19e8df4acf034,4642544,9754022,1649541,,,,,,,,,,,,,,,,,,,,,,
1535,1535,19ef8ee98652f,945357,344251,4039786,104209,2663003,4533376,5100262,5961942,6679270,7821290,8509032,8512442,8788186,8915298,9478474,9979292,4859196,7807536,2728192,2266884,1015953,1355391,4968834,10635596,942159
1536,1536,19f34f9099c38,6512648,7888410,6080716,2803363,9262654,7251672,5887492,5829644,6043130,6512012,4993612,,,,,,,,,,,,,,
1537,1537,19fbe656c9e67,8016492,8974360,9381880,9439762,9601888,9622236,9630194,9634278,9682566,,,,,,,,,,,,,,,,
1538,1538,19fd2ea67b60d,8597,8586,8561,102080,8544,8529,8576,8588,72426,1810141,2793224,8564,8619,73555,129571,55677,8602,488501,2282298,2593971,928357,8621,441851,8573,796756
1539,1539,19fdca320393b,9443356,1550525,7211066,8445816,5593808,4903462,8410270,8755160,11097672,,,,,,,,,,,,,,,,
1540,1540,1a034647c4e8e,2028215,847511,1675439,847501,905889,695501,6435304,7156058,2676498,2229770,6299482,2712826,186631,6778278,8386818,5039512,2210828,8217014,2143726,1884445,2510256,6693546,4944916,7771496,837386
1541,1541,1a03969d74ea9,2564966,40956,147625,3056976,3978956,4501482,3137594,4705970,8947724,2853438,4585888,970805,9070458,9775904,3082269,3096099,6926616,5184980,1961379,2269790,2232614,1368692,7211070,175582,5055190
1542,1542,1a0735884be41,10115682,5165934,1250253,585181,8946126,1552635,3536024,2111024,9044956,1882835,1884823,2251200,2061492,10683094,7290260,1664953,521596,1483093,3366604,1556891,2627972,1481205,2217320,103453,3831558
1543,1543,1a124149b8722,1355688,1224634,4776588,5524722,67196,128771,2784316,10563968,148677,4034162,61927,1436972,2020905,8421316,1668303,5100962,1640103,2095790,3870282,8122,8123,224686,387791,2021821,2196262
1544,1544,1a127638ac1c3,5970466,8444408,6272882,1390456,5819288,9127398,8324396,9350,9860,15472,80507,80531,80549,111032,111040,147472,151939,898641,1105782,1330564,1332267,1664873,1981285,2784493,32898
1545,1545,1a17571c0cb9f,1766075,2847570,9485376,,,,,,,,,,,,,,,,,,,,,,
1546,1546,1a17aeb05ecbe,104802,104804,5032060,127102,104867,104773,104888,104939,1162971,104634,109320,109319,104649,5121984,722191,957851,104594,929707,1275110,109317,109318,1270526,3997732,1290343,722206
1547,1547,1a219672faed5,5727662,3195033,2940384,5780506,324511,1423136,6791086,2924276,8183624,,,,,,,,,,,,,,,,
1548,1548,1a22076a89b9c,77062,71278,55655,68651,56075,1352836,2857602,61580,66189,55656,58743,7909618,375681,71759,64787,73444,3505890,140012,79804,74660,7172194,2096382,1258224,78150,6626618
1549,1549,1a235b03aa709,3936452,2720493,2830054,1525179,2711729,9028592,9231948,7208798,9420646,8299690,7293078,,,,,,,,,,,,,,
1550,1550,1a2665ba39727,1351846,684641,3818266,8964330,3184674,914863,508851,5614918,377921,1647453,2469404,2547593,4641754,4713262,5910846,6918382,888779,5951616,8144742,8978410,3896402,1584733,2600412,932491,8733884
1551,1551,1a27e40a02d18,952071,5849480,972667,5968990,3819418,3872702,2756162,42835,363181,100243,42977,42490,1543073,363176,6004390,9423266,42443,6098352,9910016,7776020,6510664,5961586,10624358,,
1552,1552,1a27f606e4d41,324716,923265,324566,2348590,325341,4776230,4454424,137194,171567,187186,325376,1324838,1815309,6272982,157501,1332112,221111,7310290,2234976,324791,1502269,1950505,1755741,324676,809351
1553,1553,1a321b8d69aa5,1797509,1477057,1668389,4155306,2788294,2004649,5660226,5822266,5433480,1223390,5922572,104838,5737270,130772,3842192,5204272,104639,3231835,97584,1255025,2289804,104848,477971,3904512,3224362
1554,1554,1a32b8b49c5e4,771413,770368,1423831,770363,1051750,770328,2922697,7262176,2922701,4129480,1429320,1327178,10281284,2649234,554251,324541,10204936,10813434,770358,10137806,2105686,10255680,5713032,6558084,4517132
1555,1555,1a36c091a4984,55201,55209,83342,98978,2170860,55187,55212,2877816,55213,148355,126557,55181,6861600,126552,98976,55211,148356,55199,55192,55189,55188,55198,55183,126034,162128
1556,1556,1a3fb12123725,638366,1102166,1463243,5830036,47918,1273850,1384033,1890053,4029348,1095088,46796,2019719,9600706,9236414,638406,1836027,1362166,1102168,638421,2572770,3184224,47383,6429066,5444968,638241
1557,1557,1a4197334173a,2732518,42775,127611,1003011,1003013,1147447,1158944,1321374,2027807,2028173,2028941,2198596,2250456,2566162,2637405,2677002,2680568,2711524,2752786,2754582,2776698,2777094,2780600,2810736,2810738
1558,1558,1a4210b45568d,99265,1319993,4498786,390041,399051,900449,1248783,2326760,2633830,2818442,1755493,1350690,147902,2057518,7320096,131866,99267,2024985,147906,2528018,164745,400036,970555,175962,147930
1559,1559,1a4c441509148,8165094,498441,1344188,1167481,1020281,1333594,1020279,1020291,103579,2383226,2773492,2100092,1344180,1020277,2604878,1020275,3441112,1020329,1020285,1488709,3075480,2251340,3890194,1020337,2864730
1560,1560,1a4cf81e82391,44770,2022979,2000193,1502109,2329626,1026434,1161855,957021,43789,347536,43867,347226,,,,,,,,,,,,,
1561,1561,1a4d9ce2889bd,8204,67219,8203,4174368,8152,6638164,3150534,62316,1559191,952483,980255,10343360,67264,80092,5684800,58134,67188,66299,60547,58627,8153,353756,101756,64136,955675
1562,1562,1a4f8377b577f,4504300,4563346,3211622,6070172,10478314,7044626,,,,,,,,,,,,,,,,,,,
1563,1563,1a53b8d2957df,104102,7804390,436636,106692,104146,104129,6921222,4920818,3145866,2528998,4908652,1986095,2203076,3820560,2203082,2166062,104101,3492580,7164360,104143,1357248,3505250,5773496,5178186,2042883
1564,1564,1a57fcb97d3c2,8234852,2326022,5119914,9535556,3132254,4067138,2289798,6473158,2682794,9657504,8384888,5833696,4422446,2540576,5861902,1875525,7972354,9784436,5833140,7869864,4497730,2127304,3229112,5125184,6624094
1565,1565,1a59772dd9cf5,34410,32674,100224,42378,34474,34423,100227,32686,567766,2443196,3183326,6953316,4028188,10652422,1956323,1775073,2593763,42459,684821,5963164,32676,2179546,2595990,2196232,201486
1566,1566,1a5a397f4f260,104224,1027628,6442268,5857992,1114647,4008362,2817612,917701,6642666,209686,1029292,2664782,1543847,10638696,2720394,2227768,344256,7870544,10642906,1308806,1579447,1027664,4252296,1862765,2600388
1567,1567,1a5c6727fbbdf,531136,105786,1667101,4918220,7563956,1862051,130794,148176,1553123,149688,160083,925581,6865730,6674938,9491274,4976308,2789716,160081,106128,161320,3183002,6634262,912637,6327518,2591006
1568,1568,1a5ff0fc26535,706406,883533,5413898,1888869,1890389,20955,681901,21029,1937641,20953,1308372,6821034,20760,20909,915979,916935,1513939,21030,2489186,3844926,4111976,6435432,9181016,20771,20775
1569,1569,1a6216910f2f8,23204,23174,23189,4634156,23178,23187,23191,23179,4567878,23175,4024536,1055860,1205274,23182,153955,2838840,777543,1236864,2431819,1503977,2234780,1707691,2776662,4470192,2184440
1570,1570,1a628e480621f,1257598,42717,5519162,6696404,9818868,1090934,1892653,8955932,1328261,2503038,4987630,1450169,2505626,3812774,349331,6024928,4849146,5122624,,,,,,,
1571,1571,1a633524b2d14,8447484,7327128,9843442,2500386,6772540,10888766,10567198,5897752,9214272,6694206,7533624,6996478,7492578,8283584,6555276,7270932,,,,,,,,,
1572,1572,1a673631a71ed,5610988,80935,9234864,4444436,4624306,9419352,10541042,9393070,9179076,112293,9356104,,,,,,,,,,,,,,
1573,1573,1a68c9266c5a4,324531,4901240,1025084,1166759,2940870,1079872,770878,771138,2940904,1310110,1862923,1361422,771038,771028,2101152,1205284,1960975,1423399,771318,1944617,2207904,4685248,9418690,2651214,374936
1574,1574,1a706f1374cf9,980415,1929863,2305320,4400066,1395590,1591671,2837292,2922360,1435430,4015974,3066824,2348538,1412191,105091,105249,5750322,8742194,11067910,,,,,,,
1575,1575,1a71f8ceefe0e,1299938,1321131,2053269,1239510,7773394,147209,9774742,2196150,2734110,109324,2179366,2097974,479161,2085906,478081,1243372,1852611,7825940,478126,478136,453346,8256346,2028163,2396224,1243354
1576,1576,1a73653cf0684,1220378,1322144,149224,40834,80961,6654494,81012,313876,2632438,100517,149240,3054421,40211,149241,9095900,7125,727426,2101428,6169458,7129,7106,1963193,1435976,80924,979757
1577,1577,1a73d56537a07,5407616,1411370,5411902,2759885,6668890,3857468,8340558,10588742,930209,8512670,7900664,1336820,2650208,3282125,5445568,6445676,1484375,3114006,7174206,4564012,4959472,6447486,1535689,2602964,4954420
1578,1578,1a773885094bb,164405,6235440,104964,599731,5970378,1204582,2634882,3367616,1216944,1332698,930685,183266,2556593,185301,894179,1543335,1021807,1841929,1499481,1185474,164432,3916290,165124,2791005,1714093
1579,1579,1a7a950393fab,1084674,1198034,2256500,1022223,3184736,1501417,4014672,4011774,3469744,2271936,3937692,7173496,5866464,7891894,7173556,,,,,,,,,,
1580,1580,1a7b8dd88a349,3148916,5659850,95685,104653,4849690,8459162,4525578,4155306,1477057,104789,960255,5688194,2188598,326781,1241536,5789164,5722428,924697,5485084,2092780,2068758,5204272,1241599,829671,1993639
1581,1581,1a81afd3892be,348651,972823,5043316,2154424,349366,127662,1726699,382831,2285202,42957,1841577,937099,1702743,3135354,8336818,2005363,872181,959613,7180312,6272170,42647,9250744,3484826,5961270,1009059
1582,1582,1a83305052f56,1962145,1150971,8761778,2383707,1153348,884271,2024665,477241,218946,2423015,8810482,3067476,2043651,2687058,3997902,2687094,2471868,1892475,1254252,3463696,1690219,1292008,944897,4988662,477391
1583,1583,1a86211905cda,205036,39761,5844436,7233124,1952333,2338384,4252008,,,,,,,,,,,,,,,,,,
1584,1584,1a870eb0b44a9,6576574,2676734,2681772,9447340,,,,,,,,,,,,,,,,,,,,,
1585,1585,1a8a6cfba967a,4342190,1251638,47115,149078,1066124,18438,2195678,1819741,46304,1321090,46451,6535552,18427,12763,47141,47121,81664,897797,109894,47687,47037,880913,48150,46613,47085
1586,1586,1a90f48cf4ff6,103475,818286,716761,103666,2627972,3134851,1556893,1042070,103536,904419,1982959,9327438,1255814,5428400,2228392,7831672,1725409,1552635,7685688,9147560,394496,1625439,1988987,494591,4775012
1587,1587,1a95ddbbb8d1f,14952,6438,6446,134020,899277,6454,14943,14944,1106606,6435,6444,6476,100429,6455,1245354,6450,13536,9625832,6447,2668904,729576,6452032,13714,50872,6473
1588,1588,1a972fb3a6271,8144742,2469404,888779,3818266,4599632,4713262,2296554,8733884,4343390,4174444,2158000,3842450,932491,1651953,4387516,508851,3241542,377921,906231,3816128,7138516,1647453,684641,5910846,3899110
1589,1589,1aa659a60ec71,54833,666931,1064978,14162,325861,109274,109024,55008,4011994,55056,109008,5961130,2831160,2239544,5100540,2179448,54804,2445766,109040,123252,9258970,54846,153252,2708862,150769
1590,1590,1aa77912178f0,152002,12817,913987,14150,5663,16569,2786512,1475867,919015,2197940,1116280,6655428,4587690,1251444,,,,,,,,,,,
1591,1591,1aa9ab2e970d3,97422,97453,878996,116532,102313,198571,818021,97479,97398,1170332,1336625,119299,100148,153898,97466,1042494,55240,3219306,3815726,1723473,116368,932799,1961769,115176,119818
1592,1592,1ab23771c95b0,4603418,2144864,5097246,5726580,5933422,4654680,7365652,7044448,4517710,9603652,9797512,9495952,6229714,9724736,6061560,9851340,10082624,4933882,,,,,,,
1593,1593,1ab59d73f7675,3974856,3241854,109316,2504580,2078488,1004393,106424,1948335,1668565,853181,935855,104995,1830647,2849878,2021283,611531,478766,8009944,2078560,2078516,2382356,2078414,6881522,8181824,7342596
1594,1594,1abfb547dd8ee,6312778,7030094,493791,1001201,493886,363036,953211,175552,437551,1167431,2056932,2671138,3499092,8758780,3485406,5722766,7563458,3875998,5049892,3768914,5050336,4146200,3136084,3136092,6655210
1595,1595,1ac009f4c2b7c,2201500,1837921,5507364,9339322,5414202,1939651,101406,101384,2637306,3484098,4776782,2897754,7796088,5409900,4964302,2107424,3862486,5746082,5420182,2104570,3367005,2873799,11220436,6471398,8946226
1596,1596,1ac320d21d0d5,197386,5977468,99384,1436336,3998232,4043522,99394,99397,4933496,99392,4548866,99396,2124078,477671,99393,4814182,477711,1584479,834821,6733620,8120724,371491,117651,1021719,3524922
1597,1597,1ac3e79d64f18,2121658,3812176,926625,12763,2982586,844826,5067762,46419,1649309,1504047,1460259,7074426,1255377,1160332,3143116,5428974,3142056,1295980,1771417,1954749,4343026,1852817,2097748,2659684,3104356
1598,1598,1ac69c647acb1,7802380,6315212,7897974,552691,7236278,3193710,692776,9348740,7773086,9378564,10568964,1787483,1725975,1401086,8125492,3756832,5659518,2215236,1172870,6695856,8807772,1541227,1541223,1355140,1427014
1599,1599,1acaacfdb1b5d,2018611,1823839,7144388,2647186,2717540,2711729,4542824,2830096,2720493,1668965,1513229,8790102,9028592,3243724,9858382,6819854,9453858,,,,,,,,
1600,1600,1adf9fe0942dd,1087116,120476,1085344,4688466,120263,1129004,1128366,82903,6840368,1154463,1171428,4307271,,,,,,,,,,,,,
