user_id,session_id,timestamp,step,action_type,reference,platform,city,device,current_filters,impressions,prices
VQQL3J9H9EZE,7bb2f6edc1476,1541269999,474,interaction item image,1332169,BR,"Playa del Carmen, Mexico",desktop,,,
FHZLD5W3M0ZO,4f6cb7ebfebad,1541405806,185,interaction item image,1971415,BR,"Lençóis, Brazil",mobile,,,
6MX2TQFEQUOK,dac478b016dbb,1541356439,103,interaction item image,1286384,DE,"Bremen, Germany",mobile,,,
C9IK70BLST0T,0f388797bf9c1,1541123402,2,interaction item image,513026,MX,"San Luis Potosi, Mexico",mobile,,,
LL4UODI6DP0B,bc30b0d434173,1541412305,26,interaction item image,2855730,IT,"Matera, Italy",mobile,,,
53NSNGIJ13Q1,92453118a1887,1541245402,54,interaction item rating,1322669,ES,"Caldas de Montbui, Spain",desktop,,,
SPFR8HFILMHN,b723a39ac615e,1541488494,1,clickout item,3542904,JP,"Ito, Japan",mobile,,3542904|1099536|1115247|1115287|1147282|2165292|2617356|1060654|1028048|2037471|6995820|8196676|1181990|1552569|1198746|1143294|1939597|1145591|1209362|1042164|2196138|3544058|5752812|997147|1060662,275|97|99|234|93|109|232|182|181|60|84|932|119|114|62|134|108|213|90|553|368|77|50|206|86
P05GIS6LWKAF,589370fb4d50f,1541495533,1,search for poi,Dublin City Centre,UK,"Dublin, Ireland",desktop,,,
Z6VUAWKTENZ2,dc3dc9bb9d8d8,1541363109,229,interaction item image,14013,DE,"Cologne, Germany",tablet,,,
3AFJQGORODB6,2a8b7de921039,1541522990,3,interaction item deals,1953161,JP,"Atami, Japan",mobile,,,
B2PPCD259CL7,b9568c8d2ffb1,1541148637,62,interaction item image,1215416,ES,"Tarragona, Spain",desktop,,,
KNWNVLHEP8R1,7b8643fb6861a,1541092556,42,interaction item image,1395261,UK,"Granada, Spain",desktop,,,
1NWB20JL1TAS,e2dc6cf8dc1f4,1541359879,3,clickout item,1492353,DK,"New York, USA",mobile,,1492353|8837|8711|8817|8796|7554016|5200182|14867|910417|1372901|2803124|4367176|7304664|4481642|2724977|7775148|5203570|6540894|1211140|8652|1364388|2705840|927475|58450|1811137,481|424|325|437|145|263|372|390|309|298|229|171|283|147|407|244|332|328|303|391|398|330|402|317|483
75CT02N042FY,5fea44bcbdee9,1541052385,3,clickout item,1174350,CZ,"Ceská Lípa, Czech Republic",mobile,,1312651|6476366|1174350|4085520|5001466|8285050|3181872|1092350|5884966|6796814|8188106|4084954|8156506|7099236|8217298|4624874|2333876|9659444|4918718|96334|7734520|1121902|4749120|4116048|5109342,88|58|54|41|38|56|46|75|45|76|40|47|29|43|59|47|82|72|64|110|39|59|39|30|35
Y8CSHRIRAL70,2d3b95fd98a4b,1541348219,14,filter selection,4 Star,DE,"Amsterdam, Netherlands",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
WSZKIN10ZPY6,4e9fc47f576e2,1541389835,21,interaction item image,42876,MX,"Puebla, Mexico",desktop,,,
NHSZDZQBL3Y3,a3458a811503a,1541347491,52,interaction item image,2552914,BR,"Campos do Jordão, Brazil",desktop,,,
H5T6YUZK3L13,57e83239bfe46,1541325183,7,interaction item image,3970394,HK,"Macau, China",desktop,,,
49RJ42YFXY2H,b956a463a1316,1541408620,628,interaction item image,3803080,FR,"Ubud, Indonesia",mobile,,,
S19VXQ8V87O4,0b6d5aa2bf1b1,1541304629,9,search for item,7105484,MY,"Kepala Batas, Malaysia",mobile,,,
OOCU1AI1M0AR,8d28e05dfe9e3,1541351318,105,interaction item image,113945,FR,"Grand Baie, Mauritius",desktop,,,
J7P3I2DUIOQX,5734ece8fe1e1,1541416551,51,interaction item image,8960464,TR,"Istanbul, Turkey",mobile,,,
JA3KPKJ4AEEB,78b0b5af72851,1541300306,4,change of sort order,price and recommended,JP,"Urayasu, Japan",desktop,,,
I6AM9543CQM7,96aced4473525,1541489633,1,interaction item info,9016692,IN,"Udaipur, India",mobile,,,
632GC9YBKLRS,7fcb5580a7c5f,1541317881,44,interaction item image,3812488,AA,"Istanbul, Turkey",desktop,,,
KK6AEU585J6B,5a479ebc18c89,1541196212,12,interaction item image,2777656,BR,"Cuiabá, Brazil",mobile,,,
MWOC15USK9DW,95a20018ffee8,1541443405,18,interaction item image,1156995,JP,"Onna, Japan",mobile,,,
94KH1P1HCSW8,89226ef8f8e0c,1541396054,3,interaction item rating,6642666,IN,"Shimla, India",mobile,,,
2IGSST8OC8B9,88c26b2be5895,1541302133,76,interaction item image,44160,CA,"Toronto, Canada",tablet,,,
GBZCHCJSQY91,8bc4643e81e87,1541529567,47,interaction item image,5840458,MX,"Mexico City, Mexico",desktop,,,
L681O8S57ORA,45afb1de5b2e8,1541171311,6,interaction item image,152928,UK,"London, United Kingdom",mobile,,,
CX9VDNABX8AJ,33c038905f06f,1541323571,10,interaction item image,7780706,DK,"Hua Hin, Thailand",desktop,,,
PUW6KD3SDMPM,d52da4508234a,1541424485,24,interaction item image,2133708,SE,"Luebeck, Germany",desktop,,,
PMZ5QFWVCHWP,af8e1a74bf2a0,1541507029,5,change of sort order,interaction sort button,JP,"Kisarazu, Japan",mobile,,,
B5OG7B5D9RJE,0cb18558ee248,1541092168,127,interaction item image,8738,UK,"New York, USA",desktop,,,
I8SGHYVEQYFW,40f77aed0d35a,1541453452,12,interaction item image,1714627,MX,"Puerto Vallarta, Mexico",desktop,,,
2O6NWKHVRAF5,515adeb116e99,1541429153,38,interaction item image,8735008,MX,"Barra de Navidad, Mexico",desktop,,,
YCGLAIGL9PCV,489b745ae5254,1541478256,16,interaction item image,1277231,JP,"Takayama, Japan",mobile,,,
47H9U8OXTD5H,f15d091c5f977,1541245017,170,interaction item image,1240921,AR,"Bombinhas, Brazil",desktop,,,
7UHJQWIJHX1A,beac85fc572a0,1541234860,3,clickout item,3798458,JP,"Ito, Japan",desktop,,7154862|1114147|3798458|8168870|6816752|3838768|5181082|2109860|5959428|6559298|4606132|3798452|3471984|3542784|1130693|1147256|1147226|1133089|8406404|3889672|6275972|1060658|2471018|2109862|1147236,618|386|80|146|488|143|404|264|116|335|101|64|58|436|230|80|408|184|99|147|268|372|295|233|75
5S1O4282X146,6dac6296688b5,1541058741,229,interaction item image,1897657,NZ,"Auckland, New Zealand",desktop,,,
S5ZGYSYNSCXT,7619ff2661feb,1541490373,10,interaction item image,6542,US,"Dresden, Germany",mobile,,,
0QXBQURE2518,d5c7c5ab24150,1541081412,2,interaction item info,47065,IE,"London, United Kingdom",mobile,,,
UJRS6HXK1FIJ,976385db9f21b,1541258981,4,interaction item image,2106348,MY,"Banting, Malaysia",mobile,,,
Q3A9VV24G5LS,e27e41880a7ed,1541548003,74,interaction item image,5109082,BR,"Maragogi, Brazil",mobile,,,
M9HBP16IK7LJ,a1b5835133e3a,1541355057,14,clickout item,398486,CA,"Niagara-on-the-Lake, Canada",tablet,,9354010|97112|101028|347546|2893882|2837670|398486|44748|2177526|1419837|2086640|3372646|5477896|2852718|2562365|3381986|3184350|5176092|3879552|2303794|2247222|7971040|3748160|10844298|1827859,101|210|129|96|133|77|157|147|146|137|150|90|185|206|97|106|117|148|117|112|99|243|113|268|100
AKTQD3M7MJIS,bce000959dba8,1541187921,6,filter selection,Hotel,NL,"Antwerp, Belgium",mobile,Sort By Distance|Hotel,,
GPWW0FCLN6E2,3a27b7926d69d,1541065264,58,filter selection,Hotel,IL,"Budapest, Hungary",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
UAPKEUJ6BQA5,ab391ade4bc66,1541464529,301,interaction item image,1495875,BR,"Campos do Jordão, Brazil",mobile,,,
V56J6P7HJA2N,3d04e948c1da9,1541352151,6,interaction item image,2142562,UK,"Aylsham, United Kingdom",desktop,,,
AUD1NDGGVGAS,7345259e6955d,1541303160,10,interaction item rating,729916,US,"Antigua Guatemala, Guatemala",mobile,,,
TAZCZ40F4KMK,a40f4b5a53e65,1541244607,3,interaction item rating,67361,US,"Orlando, USA",mobile,,,
GIT1CLBJHFTJ,6f0aa1ea0ca54,1541161281,10,search for item,5231212,HK,"Yau Ma Tei, Hong Kong",desktop,,,
1JHTOE3TKKEB,e84ea46d7ac4f,1541418766,6,interaction item image,8618,KR,"Las Vegas, USA",desktop,,,
NS30OQH7DFZ6,033ef7f1d643a,1541547470,5,clickout item,777598,AT,"Moravske Toplice, Slovenia",tablet,,777603|777598|9079058|6240438|992837|1855719|1785717|1596313|586246|117429|1677107|1515503|1911595|586336|3057016|3439126|7416346|3192691|9223370|5085024|2837854|289242|3375958|1702049,73|232|134|108|143|116|155|214|170|86|62|150|76|156|54|65|86|65|37|43|40|70|45|198
BRJNY1XHUFX1,cf35669218f35,1541248422,1,search for poi,Airport Dublin,UK,"Dublin, Ireland",desktop,,,
4I9C8UJ7IG62,595c5083ca88d,1541071405,4,interaction item image,1922581,TH,"Chiang Mai, Thailand",mobile,,,
6C0XWBGCDNB7,3133bb8f93871,1541529047,30,change of sort order,price and recommended,US,"Flint, USA",desktop,,,
DA22WB0XLNSF,309da4da4d58e,1541363790,609,interaction item rating,5702992,MX,"Isla Mujeres, Mexico",tablet,,,
8QF4RLX2TVW5,8a398a8b03b54,1541340184,51,interaction item image,2267448,IN,"Darjeeling, India",mobile,,,
VAQHSUFZ0V59,1ec5dfb1bf137,1541417619,22,interaction item image,325966,AU,"Warrnambool, Australia",desktop,,,
YV7AW1ZB7SWV,7e3eec07910d1,1541113830,27,interaction item rating,664851,CA,"Burlington, Canada",tablet,,,
L1VZO52XE73T,46b08016b71b9,1541440407,242,interaction item image,4637846,ES,"Paris, France",desktop,,,
BYAQYCA6QZ2G,487e5e0fe8ac1,1541060466,108,interaction item image,1265235,TR,"Balikesir, Turkey",desktop,,,
06MB795CSGLF,270bc3dfbd027,1541048071,1,clickout item,3407992,ES,"Escazú, Costa Rica",mobile,,94856|983015|489626|3407992|1204204|7195946|5160338|335146|2709750|3368324|115863|104461|404126|104480|3374184|3988948|1831581|104472|888895|104486|1109963|1109961|104451|1159958,210|178|107|83|264|91|139|137|189|85|399|128|221|117|105|131|126|279|97|111|99|115|114|94
MP5EIKCOLV1V,42a313e47125a,1541105021,2,interaction item image,394966,TR,"Konya, Turkey",mobile,,,
4JG71EWZ3OKF,c1b6fed19d6cd,1541285308,13,clickout item,156090,ES,"La Coruña, Spain",desktop,Sort by Price,9246946|6215858|127800|676276|482371|802096|1945847|1577341|1786699|2338766|1723033|1907091|4471968|156090|229666|2467252|384516|1649387|8114032,30|32|33|34|36|36|36|39|39|39|40|40|40|42|42|44|45|45|45
GXMBB4BHKVOE,0675985281f4a,1541048338,23,interaction item image,42653,MX,"Aguascalientes, Mexico",mobile,,,
QOW28FEGV123,4beac005924e9,1541083796,20,interaction item image,251922,PT,"Vienna, Austria",mobile,,,
CPZOZE2C2JZS,e97f94462dc99,1541175904,110,interaction item image,106541,BR,"Fortaleza, Brazil",mobile,,,
Y84E4QPL7Z82,c894058660ea1,1541516584,16,clickout item,53512,DE,"Erfurt, Germany",tablet,4 Star,53438|14910|15402|53340|15918|53512|2826463|6995100,310|220|162|240|246|135|156|75
80AMZ9EV844J,42ba410efa72c,1541037634,201,interaction item image,79301,CA,"Philadelphia, USA",desktop,,,
OZQUEKFSVKUQ,cf75ecc440cff,1541544099,98,interaction item image,127211,US,"Puerto Plata, Dominican Republic",mobile,,,
X88XJVN5OMX1,4e7a937806cbd,1541366134,258,interaction item image,100283,SE,"Playa del Carmen, Mexico",desktop,,,
49RJ42YFXY2H,b956a463a1316,1541408350,518,interaction item image,2715297,FR,"Ubud, Indonesia",mobile,,,
V34R674N40I2,b03a3a4c46392,1541334561,4,interaction item image,2145736,BR,"Salvador Bahia, Brazil",mobile,,,
MOWD1H46U4MK,9610d91379953,1541320139,40,interaction item image,371246,AU,"Sydney, Australia",mobile,,,
M56LBZ6HRLD5,33d9e92c0d974,1541177168,26,clickout item,1244990,BR,"Guarujá, Brazil",mobile,,1244689|397956|3050528|4504514|5008004|1244990|1271416|2246206|2811320|9772462|2083424|4928514|2759718|9473574|2061814|9386646|9317618|6953508|2021463|3145614|3795382|2790558|2535386|1754159|1653085,101|50|86|60|47|82|28|22|31|30|38|52|45|18|34|31|71|59|42|31|38|39|38|36|46
XHBEZX9MR410,64492afcd6c0d,1541082925,86,interaction item image,512941,MX,"Cuernavaca, Mexico",mobile,,,
8L78N8EHC0T7,613c18bf4808b,1541139475,53,interaction item image,10234804,FI,"London, United Kingdom",tablet,,,
Q6SI1PBIII73,1a1965ec7d2d8,1541178112,23,interaction item image,40340,IT,"Madrid, Spain",desktop,,,
7ZZ2NFPZFV3C,2749fc96b49e9,1541138012,11,interaction item image,7339056,IN,"Jodhpur, India",mobile,,,
8OUP5O498C5L,50511a3c2b1a4,1541436702,171,search for destination,"Hurghada, Egypt",DE,"Hurghada, Egypt",mobile,,,
GR1LDG4IBSVT,44ba291179fd2,1541276849,80,interaction item image,149916,NO,"Playa de las Américas, Spain",desktop,,,
RF0CRYM3NOW1,34cdbe3f4ccb8,1541315598,325,interaction item image,54871,AU,"Brisbane, Australia",mobile,,,
FYBW0ZA2P97A,7d3d1aaf36f7d,1541497816,164,interaction item image,1289406,DE,"Bratislava, Slovakia",mobile,,,
NH90V2166JBW,2b1a067cf3efa,1541121912,71,interaction item image,1020691,MX,"Merida, Mexico",desktop,,,
C277XUQ7OD2V,c0cd5ae2c5a6a,1541506115,2,clickout item,4890140,BR,"Arraial do Cabo, Brazil",desktop,,4638392|9668834|2053822|9745730|132254|1512305|3822132|2273454|1137370|4209932|2035943|1053382|1650229|4028928|4082890|6979472|8867708|6938226|6802740|4023418|2681422|4890140|3148435|1859333|2032823,34|55|74|82|71|45|101|64|55|48|40|50|50|56|75|20|30|90|42|45|57|18|34|44|57
B2FFEA97LCIY,a2b17dcd4bb1a,1541480143,224,interaction item image,126695,MY,"Batu Ferringhi, Malaysia",mobile,,,
HVA3T6EI950C,f7d76afbb7806,1541502124,60,interaction item image,5118,DE,"Stuttgart, Germany",desktop,,,
NPKPC3YZA07G,0168479abe728,1541533568,8,clickout item,4019336,US,"Nevsehir, Turkey",mobile,,4493250|2244872|1247455|1320551|2834730|8000782|3916332|4251554|943905|1178054|3898352|1008639|2303168|1360248|4562244|4493602|3161938|5400950|2635048|7362628|2038737|4041604|4019336|3970824|1993481,50|60|22|32|40|37|35|45|63|54|75|65|37|187|34|51|56|47|28|43|25|92|65|82|83
83HPT17NW4BL,8ae338a6a8890,1541180096,10,interaction item image,965149,DE,"Kolobrzeg , Poland",mobile,,,
CXI0DW9457YF,df6f543d4894f,1541059673,47,interaction item image,940846,IN,"Calangute, India",mobile,,,
EZOJB6U94TQS,1739c33a9a819,1541121253,7,interaction item image,2454104,BR,"Balneário Camboriú, Brazil",desktop,,,
HSS77CVUTO9V,f38eee04bbd92,1541157266,14,change of sort order,price only,AT,"Brussels, Belgium",desktop,,,
G885TGETTJ26,820579edfd98a,1541363743,419,interaction item image,1891419,PT,"Cascais, Portugal",mobile,,,
5781GMC84EPD,7f48d95fd8296,1541351213,119,interaction item info,93855,PL,"Limenas Chersonissos , Greece",mobile,,,
H8BEPM5VXCR5,7b7ae949ec06a,1541482325,25,search for destination,"Bahía Blanca, Argentina",AR,"Bahía Blanca, Argentina",mobile,,,
MJN5R654W4SO,44e87d319db65,1541440268,277,interaction item image,3478184,DE,"Lisbon, Portugal",desktop,,,
U6HVRWRD2ZUF,837f7cef69bd2,1541280563,156,interaction item image,6847352,GR,"Prague, Czech Republic",mobile,,,
XVZYSO5AXDZ0,27d7a767d24dc,1541418535,4,clickout item,44994,US,"Montego Bay, Jamaica",mobile,,45001|934711|45008|199271|2362732|1625883|7180288|5985756|943683|100728|44994|944513|45006|2799977|934689|44958|1021613|44955|2651825|44967|44976|2565896|44954|1328271|2032309,172|311|187|389|351|512|431|681|159|211|144|95|243|71|291|60|64|129|132|70|76|141|90|463|83
1OZ28G7N128X,e726d73413daa,1541363117,49,interaction item image,5066512,BR,"Pouso Alegre, Brazil",mobile,,,
R2Z5IF6A67LD,568dec6b9fb23,1541194899,3,clickout item,5217204,BR,"Piên, Brazil",mobile,,5217204|5931822|5828512|7343562|7811292,158|54|38|64|63
9IZDM72RW5E6,b5c1e7fef5cbf,1541357669,4,interaction item image,912363,US,"Northport, USA",desktop,,,
8980QB4PTEY4,67de1b0651764,1541354324,34,interaction item image,17225,IT,"Rome, Italy",mobile,,,
2WW9DQK8A3JU,9867675f4a3c3,1541333778,31,change of sort order,price only,FR,"Lyon, France",desktop,,,
3NQ3DER6SB26,29d026d43f36c,1541459794,4,interaction item image,42462,MX,"Morelia, Mexico",desktop,,,
OHQ9I0HR5O4N,5551bb4a1942c,1541345275,83,interaction item image,2877106,BR,"Baía Formosa, Brazil",mobile,,,
DCK39VL071ZP,b00a964ad8ff9,1541461806,395,interaction item image,3973812,MX,"Manzanillo, Mexico",desktop,,,
9C5LP1U3DM2V,c32800646f310,1541358166,1,interaction item info,7124782,ES,"Seville, Spain",mobile,,,
IFZQ6KYAI045,e81a203f95f76,1541303317,72,interaction item image,42475,BR,"Cancun, Mexico",desktop,,,
X42SV6K7WVQW,fa4a714d16ad1,1541508290,5,interaction item image,1351810,SG,"Genting Highlands, Malaysia",desktop,,,
RR64TQ5MT5D3,6d16ed07266cd,1541505090,131,interaction item image,2068758,BR,"Rio de Janeiro, Brazil",desktop,,,
MD3LP14LWU2N,923908a007b5c,1541520883,68,interaction item image,2768976,ZA,"Hoedspruit, South Africa",mobile,,,
9QS66KZS2FAW,5c04ef13c2c55,1541523562,7,clickout item,1550897,JP,"Nikko, Japan",mobile,,1550897|1424983|1024886|2229542|1941615|1625553|2023683|2711302|1587743|2759582|2624372|2165224|2779384|2418972|1550945|3538796|6479412|4490786|3538930|8150654|1584555|1771487|4708470|3539282|4761262,108|601|195|768|465|540|344|80|401|250|428|334|131|251|340|378|186|204|267|155|234|161|433|200|92
D24LGNFSW2GB,b1629f450ee46,1541528052,34,interaction item image,2373619,DE,"Brandenburg an der Havel, Germany",mobile,,,
DS7C0J42O8RN,dfde3925d8c02,1541276298,243,interaction item image,2271876,BR,"Penedo, Brazil",mobile,,,
GS1AKHJPKK3G,fef1f8eb7e05a,1541262100,223,interaction item image,1375397,ES,"Tel Aviv-Yafo, Israel",mobile,,,
M22PDOBD3P98,f459e2f2483c4,1541159236,46,interaction item image,2245288,BR,"Paraty, Brazil",mobile,,,
K5JVZ0CLR65K,9bd1451094a6a,1541387554,159,interaction item image,2063742,AR,"Córdoba City, Argentina",mobile,,,
67II1I7PWJFR,2aac93232f882,1541537183,25,interaction item image,13994,GR,"Marne-la-Vallée, France",desktop,,,
TQF5S09JHP30,24d1d9b9776be,1541292002,4,interaction item image,35747,US,"Vienna, Austria",tablet,,,
OWXHSVKLTZ2M,58468d0ab3a97,1541282785,62,interaction item image,8841226,FR,"Costa Adeje, Spain",desktop,,,
ZUD66KJ35IL1,d793892a09b10,1541093105,19,interaction item image,1057384,UK,"Belek, Turkey",mobile,,,
OJ9PJAINC6FV,3fa970593a2d8,1541538389,24,interaction item image,2384106,BR,"Barra Grande, Brazil",mobile,,,
SIR4MNI5YSPP,045bf48082104,1541420038,6,interaction item image,1115027,BR,"Japaratinga, Brazil",mobile,,,
P74HMXWO4JP5,61b1c35e73326,1541194090,1,change of sort order,interaction sort button,EC,"Baños, Ecuador",mobile,,,
113GTXDM54KP,879eaa07f1182,1541272909,12,interaction item image,370806,MY,"Cyberjaya, Malaysia",mobile,,,
ZVNS993SEQB4,b680bf44a16c5,1541350563,13,interaction item image,37478,TR,"Izmir, Turkey",mobile,,,
VZX4JRZXIW7H,c336f42efc9c8,1541491498,235,interaction item image,491826,PH,"Lapu-Lapu, Philippines",desktop,,,
1V2CHW599V7V,c7acb67aa6e13,1541077507,27,interaction item image,6861464,PH,"Baguio, Philippines",mobile,,,
UQNW939F52X0,68dd104735286,1541286016,327,interaction item image,19986,IT,"Venice, Italy",mobile,,,
76N50A4X2509,baa8711862c8c,1541349533,20,clickout item,8738256,BR,"Gramado, Brazil",mobile,,8738256|2516286|502066|1241177|3243294|1673835|1673821|4984730|1352538|2570224|2221790|507861|5057168|4964754|5193550|4949748|9464790|9341506|9790034|2020387|3810222|1638907|2226102|2672192|1669587,209|123|284|274|180|230|277|298|134|158|90|194|57|93|37|36|115|1132|156|159|99|238|102|296|110
13MHBCPVO567,2f903463d35d3,1541353754,283,interaction item image,7149,DE,"Maspalomas, Spain",desktop,,,
LRPOIV0ET3X6,09e51203abd80,1541336646,5,clickout item,2989332,SG,"Beijing, China",mobile,,2989332|2972784|2991572|7191254|2980936|2969830|2952880|4261004|2971132|2973340|3062072|3175304|2984870|2968630|2965172|2995550|3090989|2956520|2965082|2997294|2966964|2978662|7929926|3119282|6161652,89|174|80|129|171|149|94|185|172|62|208|266|76|238|190|60|290|120|104|151|164|91|430|208|187
NS32IU7D35W8,e84e09e5e9470,1541255958,97,interaction item image,2861540,TR,"Ağva, Turkey",mobile,,,
YQGN10L85DVA,ecb6c41610c8c,1541257763,4,change of sort order,interaction sort button,TR,"Istanbul, Turkey",mobile,,,
SMV92N1W5OQ1,4c0c3b7976895,1541266220,24,clickout item,46294,ZA,"London, United Kingdom",desktop,,9229626|46294|9000804|12762|4024932|8450628|8963448|4396858|8954780|4080766|12711|2429186|2618230|5484042|8603920|10598276|9158758|98737|7813078|8875466|7785798|4095558|9119426|10463334|6995378,431|314|436|346|519|316|396|1466|402|323|964|240|285|580|481|746|726|168|323|604|671|437|342|454|421
M5MJ56YQ4UFQ,51ca1760de929,1541128976,165,interaction item image,5622524,MY,"Kota Kinabalu, Malaysia",mobile,,,
FITA3SR3WQM9,c428a139fb224,1541512973,42,interaction item image,2804999,UK,"Cambridge, United Kingdom",mobile,,,
L8G3ICSRF6DP,481574a08ce34,1541287027,56,interaction item image,34366,MX,"Puerto Vallarta, Mexico",desktop,,,
CZZ5UM8N1WRM,2d60f80e792ac,1541411799,16,interaction item image,402116,MY,"Ipoh, Malaysia",mobile,,,
MD3B8RXAALE5,bec0b592f89f8,1541356069,98,interaction item image,39993,ES,"Jerez de la Frontera, Spain",mobile,,,
270PTP4MSW11,e96934ed14a1a,1541252591,1,interaction item rating,9220788,PL,"Uniejów, Poland",mobile,,,
3N5125W0WYSG,4bbe44e40c7cf,1541451557,1,clickout item,9773310,DE,"Amsterdam, Netherlands",mobile,,42270|9773310|42064|1175598|151812|14110|1328329|1719593|105791|2859972|5790938|15980|2380784|148683|7384214|10452962|3090778|148589|2346006|2727852|921237|42097|2175518|42143|100608,328|164|424|322|378|389|250|395|215|122|157|465|107|112|234|253|177|148|320|346|237|275|280|327|329
037DR3CS841C,cf929af1b74b6,1541438556,4,interaction item image,43314,CA,"Varadero, Cuba",mobile,,,
OF58Q9UEKFV5,290437933fdf0,1541076344,56,interaction item image,1410978,BG,"Pleven, Bulgaria",desktop,,,
2PSFFEZSLEAK,8a0979f4b5271,1541436450,4,clickout item,1321656,IN,"Mathura, India",mobile,,1321656|4499544|9604176|4564698|4046896|2293392|5995348|9259970|9680042|8811416|2663458|1479599|8784144|7254074|6454292|4386928|8199354|3863804|9182646|9610224|10629108|2293474|9992472|2215384|3993702,6|14|16|17|22|39|19|42|19|15|26|39|16|34|31|37|30|30|38|17|15|8|18|15|21
71M58IFVWT08,02c262f65a043,1541278345,28,interaction item image,2454150,BR,"Poços de Caldas, Brazil",mobile,,,
2AR9V3PUFM10,df8a5d0273552,1541415540,33,interaction item rating,825241,UK,"Cayo Santa María, Cuba",desktop,,,
H5O7KQ3K60FM,73785dcf9381b,1541099788,66,interaction item image,1166203,IT,"Cesena, Italy",tablet,,,
UX5454HQMIW4,8818668f33a99,1541382319,43,search for poi,Praia do Tombo,BR,"Guarujá, Brazil",desktop,,,
W41L2URJEXGQ,65b93111b442b,1541442645,24,interaction item image,68003,US,"Chicago, USA",desktop,,,
HW22AC8X3J3K,09b3f8d0427ce,1541452490,36,interaction item image,122771,FR,"Luxembourg City, Luxembourg",desktop,,,
87AM8LSHDSOF,b4370445767aa,1541460049,43,interaction item image,148242,CA,"Dublin, Ireland",desktop,,,
74FIC4P4S3SG,8f77be9bddb81,1541442965,17,interaction item image,3989438,CO,"Bucaramanga, Colombia",mobile,,,
RD5J4O5JKK80,b04766494fcf6,1541539101,10,clickout item,2028829,AR,"Pinamar, Argentina",desktop,,2028829|4919912|4578420|1994981|2555302|2812956|1669543|6476770|2561823|1189730|2492902|2816146|3226300|896455|2037295|1001001|4279286|5177960|1525649|2673504|3374064|3918866|4763966|6441678|8171376,26|35|54|46|51|22|69|47|23|38|106|35|58|36|35|41|45|39|59|63|57|68|21|43|53
PZHQW480OV8K,9dca6a5335dd5,1541224965,89,interaction item image,2155774,ES,"Castell de Castells, Spain",mobile,,,
QH9Z0LJJ8S7U,c0a67b41b41ca,1541334584,2,filter selection,Excellent Rating,TW,"Seoul, South Korea",desktop,Excellent Rating,,
V2W3654I7AZ8,c4bfb8fd1e2da,1541159790,68,interaction item image,12692,SE,"London, United Kingdom",desktop,,,
3SCY9QTL4DHT,53d57bd81fbe3,1541491737,7,interaction item image,99365,RU,"Calella, Spain",desktop,,,
RLLA36HDC6I2,0d955bddc559b,1541252317,18,interaction item image,104765,BR,"Rio de Janeiro, Brazil",mobile,,,
HHN49743N3UL,0c3f6339dd430,1541505040,11,interaction item image,9812738,DE,"Heidelberg, Germany",desktop,,,
231CQKOGB8JA,71fc8b3fbd942,1541074925,12,interaction item image,1543309,TR,"Kayseri, Turkey",mobile,,,
A2OEFXVHA2KZ,421961841c360,1541245793,46,interaction item image,1002527,MX,"Celaya, Mexico",mobile,,,
28IPR1UPGKSF,296aa40c8c151,1541396154,1,clickout item,6930678,AU,"Robe, Australia",tablet,,1431768|105218|1395577|6930678|668221|2589784|5928220|668216|1586029|5438296|2941552|10177216|6241684|10436038|10763572|10780616|1396772|10212022|10146982,76|70|37|104|82|63|47|85|64|70|51|106|48|130|190|197|63|169|123
RCWUXAJG3S06,bfd0d612ba792,1541327158,27,interaction item image,3132210,CH,"Amsterdam, Netherlands",desktop,,,
4JQ6C559L250,cdd0c9492ffdd,1541105018,313,interaction item image,149839,BE,"Paris, France",desktop,,,
NWA231NM7M4B,537e797a0b57b,1541498259,57,clickout item,99415,US,"Hong Kong, Hong Kong",mobile,,3367984|16634|54125|1354520|54132|2277960|99423|99415|1204728|16633|3134096|99426|132469|6559504|3177266|99425|2292090|1354018|54096|16543|1812485|54430|99405|54142,65|263|218|6|157|115|137|120|155|602|87|77|7|56|100|85|162|120|173|419|247|116|123|145
7DXTK7I104QZ,ae8f96b8e5961,1541090157,75,interaction item image,35341,ZA,"Port Elizabeth, South Africa",tablet,,,
MTYPKVM18H19,8a75a7d902a01,1541426697,8,interaction item image,1577581,BR,"São José dos Campos, Brazil",desktop,,,
03T9W27KD02Q,c33362e7c871c,1541387594,10,interaction item image,5442536,US,"Guatemala, Guatemala",mobile,,,
21VWB0NDI4YA,35946579c287f,1541515128,2,filter selection,4 Star,US,"San Francisco, USA",desktop,4 Star,,
VQ71E97H767T,b79fb3e911947,1541284671,24,interaction item image,499691,US,"New York, USA",desktop,,,
GS1AKHJPKK3G,eca8265eb1510,1541349177,42,interaction item image,102318,ES,"Jerusalem, Israel",mobile,,,
HYDS9N29VZIY,da643f8a2f6d9,1541262911,9,interaction item image,105606,IE,"Budapest, Hungary",mobile,,,
0462373N6664,139a3d2d79240,1541479663,130,interaction item image,2213962,VN,"Phan Thiet, Vietnam",desktop,,,
WVQXI9T4R1VS,a8c084674a43c,1541207141,12,interaction item image,1353078,BR,"Cabo Frio, Brazil",desktop,,,
EXDO8EKMDJG7,6a499c678b1b8,1541175646,13,interaction item image,2326194,BR,"Maceió, Brazil",mobile,,,
