item_id,properties
117085,Satellite TV|Cosmetic Mirror|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Country Hotel|Sun Umbrellas|Massage|Hotel Bar|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Steam Room|Cot|Hairdryer|Ski Resort|From 3 Stars|Table Tennis|Deck Chairs|Family Friendly|Skiing|Desk|Tennis Court (Indoor)|WiFi (Public Areas)|Horse Riding|Openable Windows|Spa (Wellness Facility)|Restaurant|Free WiFi (Combined)|Tennis Court|From 2 Stars|Solarium|3 Star|Sauna|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Playground|Car Park|Swimming Pool (Indoor)|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Central Heating
119047,Sailing|Diving|Telephone|Hotel|Wheelchair Accessible|Country Hotel|Hotel Bar|Pool Table|Satisfactory Rating|Room Service|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Cot|Hairdryer|Beach|Accessible Parking|From 3 Stars|Good Rating|Radio|4 Star|From 4 Stars|Family Friendly|Desk|WiFi (Public Areas)|Surfing|Openable Windows|Restaurant|Ironing Board|Free WiFi (Combined)|Romantic|Boat Rental|From 2 Stars|Conference Rooms|Electric Kettle|Accessible Hotel|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Concierge|Large Groups|Childcare|Computer with Internet|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Lift|Central Heating
119266,Satellite TV|Golf Course|Sailing|Telephone|Sitting Area (Rooms)|Wheelchair Accessible|Air Conditioning|Cable TV|Sun Umbrellas|Massage|Satisfactory Rating|Hiking Trail|Towels|Very Good Rating|Television|Shower|Microwave|Swimming Pool (Outdoor)|Hairdryer|Good Rating|Radio|Deck Chairs|Balcony|WiFi (Public Areas)|Openable Windows|Ironing Board|Free WiFi (Combined)|Tennis Court|Electric Kettle|House / Apartment|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Playground|Car Park|Concierge|Fitness|Excellent Rating|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Lift|Central Heating
119939,Satellite TV|Safe (Hotel)|Telephone|Hotel|Sitting Area (Rooms)|Reception (24/7)|Wheelchair Accessible|Shooting Sports|Massage|Hotel Bar|Pool Table|Satisfactory Rating|Room Service|Hiking Trail|Hydrotherapy|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Minigolf|Business Hotel|Shower|Spa Hotel|Cot|Hairdryer|Ski Resort|From 3 Stars|Good Rating|4 Star|From 4 Stars|Table Tennis|Family Friendly|Skiing|Tennis Court (Indoor)|WiFi (Public Areas)|Openable Windows|Spa (Wellness Facility)|Restaurant|Laundry Service|Free WiFi (Combined)|Tennis Court|Boat Rental|From 2 Stars|Bowling|Conference Rooms|Sauna|Bike Rental|Free WiFi (Rooms)|Playground|Car Park|Concierge|Fitness|Jacuzzi (Hotel)|Flatscreen TV|Computer with Internet|Pet Friendly|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Central Heating
120794,Cosmetic Mirror|Safe (Hotel)|Telephone|Hotel|Sitting Area (Rooms)|Reception (24/7)|Country Hotel|Cable TV|Massage|Hotel Bar|Bathtub|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Minigolf|Business Hotel|Shower|Spa Hotel|Swimming Pool (Outdoor)|Gym|Hairdryer|Ski Resort|Accessible Parking|From 3 Stars|Good Rating|Radio|4 Star|From 4 Stars|Deck Chairs|Family Friendly|Skiing|Tennis Court (Indoor)|Balcony|WiFi (Public Areas)|Horse Riding|Openable Windows|Spa (Wellness Facility)|Restaurant|Free WiFi (Combined)|Tennis Court|From 2 Stars|Solarium|Sauna|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Safe (Rooms)|Fitness|Swimming Pool (Indoor)|Jacuzzi (Hotel)|Flatscreen TV|Body Treatments|Pet Friendly|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Central Heating
121284,Satellite TV|Cosmetic Mirror|Safe (Hotel)|Telephone|Hotel|Sitting Area (Rooms)|Massage|Hotel Bar|Pool Table|Bathtub|Satisfactory Rating|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Minigolf|Business Hotel|Shower|Steam Room|Hairdryer|Ski Resort|Beauty Salon|From 3 Stars|Good Rating|Radio|4 Star|From 4 Stars|Table Tennis|Deck Chairs|Family Friendly|Skiing|Desk|Tennis Court (Indoor)|Openable Windows|Spa (Wellness Facility)|Restaurant|Free WiFi (Combined)|Tennis Court|From 2 Stars|Solarium|Sauna|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Safe (Rooms)|Swimming Pool (Indoor)|Jacuzzi (Hotel)|Excellent Rating|Computer with Internet|WiFi (Rooms)|Swimming Pool (Combined Filter)|Lift|Central Heating
123116,Satellite TV|Safe (Hotel)|Telephone|Hotel|Convenience Store|Reception (24/7)|Wheelchair Accessible|Shooting Sports|Sun Umbrellas|Massage|Hotel Bar|Satisfactory Rating|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Television|Minigolf|Direct beach access|Steam Room|Cot|Hairdryer|Beauty Salon|From 3 Stars|Organised Activities|Table Tennis|Deck Chairs|Family Friendly|Horse Riding|Openable Windows|Restaurant|Tennis Court|Boat Rental|From 2 Stars|Solarium|Conference Rooms|3 Star|Sauna|Bike Rental|Non-Smoking Rooms|Playground|Car Park|Swimming Pool (Indoor)|Jacuzzi (Hotel)|Hairdresser|Computer with Internet|Volleyball|Lift|Central Heating
123772,Satellite TV|Golf Course|Sailing|Telephone|Hotel|Reception (24/7)|Country Hotel|Hotel Bar|Bathtub|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Television|Business Hotel|Shower|Cot|Hairdryer|Beach|From 3 Stars|Good Rating|Radio|Family Friendly|Room Service (24/7)|Desk|Restaurant|Laundry Service|Ironing Board|Romantic|From 2 Stars|Business Centre|Conference Rooms|3 Star|Electric Kettle|Porter|Bike Rental|Non-Smoking Rooms|Car Park|Childcare|Computer with Internet|Pet Friendly|Washing Machine|Central Heating
124374,Sailing|Telephone|Hotel|Reception (24/7)|Country Hotel|Hotel Bar|Bathtub|Satisfactory Rating|Hiking Trail|Luxury Hotel|Very Good Rating|Television|Swimming Pool (Outdoor)|Hairdryer|Good Rating|4 Star|Desk|Openable Windows|Ironing Board|Conference Rooms|Bike Rental|Car Park|Safe (Rooms)|Excellent Rating|Computer with Internet|Pet Friendly|WiFi (Rooms)|Swimming Pool (Combined Filter)|Washing Machine|Central Heating
124880,Satellite TV|Cosmetic Mirror|Safe (Hotel)|Telephone|Hotel|Sitting Area (Rooms)|Country Hotel|Hypoallergenic Rooms|Sun Umbrellas|Massage|Adults Only|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Television|Business Hotel|Shower|Gym|Hairdryer|Health Retreat|Hypoallergenic Bedding|Beauty Salon|From 3 Stars|Good Rating|Radio|Organised Activities|Table Tennis|Deck Chairs|Family Friendly|Skiing|Desk|Tennis Court (Indoor)|WiFi (Public Areas)|Horse Riding|Openable Windows|Express Check-In / Check-Out|Spa (Wellness Facility)|Restaurant|Laundry Service|Free WiFi (Combined)|Tennis Court|From 2 Stars|Solarium|Bowling|Conference Rooms|3 Star|Sauna|Hammam|Porter|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Concierge|Safe (Rooms)|Fitness|Jacuzzi (Hotel)|Flatscreen TV|Doctor On-Site|Body Treatments|Computer with Internet|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Central Heating
124901,Satellite TV|Golf Course|Cosmetic Mirror|Telephone|Hotel|Country Hotel|Satisfactory Rating|Room Service|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Cot|Hairdryer|Good Rating|Radio|Family Friendly|Skiing|Desk|WiFi (Public Areas)|Horse Riding|Openable Windows|Tennis Court|Bowling|Conference Rooms|3 Star|Bike Rental|Non-Smoking Rooms|Car Park|Computer with Internet|Central Heating
125305,Sitting Area (Rooms)|Air Conditioning|Sun Umbrellas|Bathtub|Satisfactory Rating|Terrace (Hotel)|Very Good Rating|Television|Microwave|Swimming Pool (Outdoor)|Beach|Good Rating|Deck Chairs|House / Apartment|Self Catering|Fridge|Swimming Pool (Combined Filter)|Washing Machine
125778,Sailing|Convenience Store|Air Conditioning|Country Hotel|Cable TV|Sun Umbrellas|Massage|Bathtub|Satisfactory Rating|Room Service|Theme Hotel|Terrace (Hotel)|Towels|Very Good Rating|Television|Business Hotel|Shower|Swimming Pool (Outdoor)|Cot|Hairdryer|Ski Resort|Beach|Good Rating|Table Tennis|Deck Chairs|Family Friendly|Bed & Breakfast|Balcony|WiFi (Public Areas)|Openable Windows|Laundry Service|Ironing Board|Free WiFi (Combined)|Romantic|Gay-friendly|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Flatscreen TV|Honeymoon|Large Groups|Singles|Excellent Rating|Childcare|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Central Heating
126342,Cosmetic Mirror|Safe (Hotel)|Sitting Area (Rooms)|Air Conditioning|Country Hotel|Massage|Satisfactory Rating|Terrace (Hotel)|Towels|Very Good Rating|Business Hotel|Shower|Swimming Pool (Outdoor)|Cot|Hairdryer|From 3 Stars|Good Rating|From 4 Stars|Deck Chairs|Family Friendly|Bed & Breakfast|WiFi (Public Areas)|Horse Riding|Openable Windows|Spa (Wellness Facility)|Laundry Service|Free WiFi (Combined)|Romantic|Gay-friendly|From 2 Stars|Business Centre|Electric Kettle|Bike Rental|Non-Smoking Rooms|Car Park|Concierge|Safe (Rooms)|Fan|Flatscreen TV|Honeymoon|Large Groups|Singles|Excellent Rating|Childcare|Fridge|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)
126389,Satellite TV|Sailing|Diving|Cosmetic Mirror|Safe (Hotel)|Convenience Store|Sitting Area (Rooms)|Hotel Bar|Satisfactory Rating|Terrace (Hotel)|Towels|Very Good Rating|Television|Business Hotel|Shower|Swimming Pool (Outdoor)|Cot|Hairdryer|Beach|Accessible Parking|From 3 Stars|Good Rating|From 4 Stars|Deck Chairs|Family Friendly|Bed & Breakfast|Balcony|WiFi (Public Areas)|Horse Riding|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|Romantic|Boat Rental|Gay-friendly|From 2 Stars|Bowling|Electric Kettle|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Concierge|Safe (Rooms)|Fan|Flatscreen TV|Boutique Hotel|Excellent Rating|Computer with Internet|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)
127075,Airport Shuttle|Safe (Hotel)|Telephone|Hotel|Hotel Bar|Satisfactory Rating|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Accessible Parking|From 3 Stars|Good Rating|Desk|WiFi (Public Areas)|Ironing Board|Free WiFi (Combined)|From 2 Stars|3 Star|Car Park|Pet Friendly|Free WiFi (Public Areas)|Lift
127416,Sitting Area (Rooms)|Hotel Bar|Television|Shower|Swimming Pool (Outdoor)|Deck Chairs|WiFi (Public Areas)|Openable Windows|Free WiFi (Combined)|House / Apartment|Self Catering|Free WiFi (Rooms)|Car Park|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)
127704,Satellite TV|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|2 Star|Satisfactory Rating|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Swimming Pool (Outdoor)|Cot|Beach|Good Rating|Deck Chairs|Desk|WiFi (Public Areas)|Openable Windows|Boat Rental|From 2 Stars|Solarium|Bike Rental|Non-Smoking Rooms|Car Park|Computer with Internet|Pet Friendly|WiFi (Rooms)|Swimming Pool (Combined Filter)|Lift|Central Heating
127748,Satellite TV|Sailing|Diving|Sitting Area (Rooms)|Wheelchair Accessible|Bathtub|Terrace (Hotel)|Television|Shower|Microwave|Swimming Pool (Outdoor)|Cot|Beach|Desk|WiFi (Public Areas)|Surfing|Openable Windows|Free WiFi (Combined)|Tennis Court|Boat Rental|Electric Kettle|House / Apartment|Bike Rental|Self Catering|Free WiFi (Rooms)|Playground|Car Park|Volleyball|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Lift
129231,Golf Course|Convenience Store|Air Conditioning|Cable TV|Sun Umbrellas|Massage|Adults Only|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Towels|Very Good Rating|Television|Minigolf|Direct beach access|Shower|Microwave|Hairdryer|Beach|Accessible Parking|Good Rating|Deck Chairs|Bed & Breakfast|Desk|Balcony|Surfing|Openable Windows|Express Check-In / Check-Out|Laundry Service|Free WiFi (Combined)|Accessible Hotel|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Eco-Friendly hotel|Car Park|Fitness|Fan|Flatscreen TV|Honeymoon|Boutique Hotel|Singles|Body Treatments|Fridge|WiFi (Rooms)
130379,Satellite TV|Golf Course|Sailing|Cosmetic Mirror|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Swimming Pool (Bar)|Sun Umbrellas|Hotel Bar|Pool Table|Satisfactory Rating|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Television|Minigolf|Business Hotel|Shower|Spa Hotel|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Health Retreat|Beach|From 3 Stars|Good Rating|Organised Activities|Deck Chairs|Family Friendly|Desk|Balcony|WiFi (Public Areas)|Horse Riding|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|Tennis Court|Boat Rental|From 2 Stars|Bowling|3 Star|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Playground|Car Park|Safe (Rooms)|Jacuzzi (Hotel)|Flatscreen TV|Singles|Childcare|Computer with Internet|Pet Friendly|Volleyball|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Central Heating
130829,Satellite TV|Cosmetic Mirror|Safe (Hotel)|Telephone|Hotel|Sitting Area (Rooms)|Wheelchair Accessible|Hypoallergenic Rooms|Cable TV|Massage|Hotel Bar|Bathtub|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Steam Room|Cot|Gym|Hairdryer|Ski Resort|Hypoallergenic Bedding|Accessible Parking|From 3 Stars|Convention Hotel|Good Rating|Radio|4 Star|From 4 Stars|Table Tennis|Deck Chairs|Family Friendly|Skiing|Desk|Balcony|WiFi (Public Areas)|Openable Windows|Spa (Wellness Facility)|Restaurant|Laundry Service|Free WiFi (Combined)|Tennis Court|From 2 Stars|Solarium|Conference Rooms|Sauna|Kids' Club|Accessible Hotel|Free WiFi (Rooms)|Non-Smoking Rooms|Playground|Car Park|Safe (Rooms)|Swimming Pool (Indoor)|Flatscreen TV|Large Groups|Singles|Excellent Rating|Childcare|Computer with Internet|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Central Heating
130842,Satellite TV|Sailing|Cosmetic Mirror|Safe (Hotel)|Telephone|Hotel|Sitting Area (Rooms)|Hotel Bar|Satisfactory Rating|Hiking Trail|Luxury Hotel|Very Good Rating|Television|Minigolf|Shower|Cot|Hairdryer|Beach|Hypoallergenic Bedding|From 3 Stars|Good Rating|Radio|Family Friendly|Desk|WiFi (Public Areas)|Horse Riding|Surfing|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|Tennis Court|Boat Rental|From 2 Stars|Conference Rooms|3 Star|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Safe (Rooms)|Fitness|Honeymoon|Singles|Excellent Rating|Computer with Internet|Pet Friendly|Volleyball|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Central Heating
130885,Sitting Area (Rooms)|Country Hotel|Hotel Bar|Satisfactory Rating|Hiking Trail|Very Good Rating|Television|Shower|Microwave|Cot|Ski Resort|Good Rating|Radio|Organised Activities|Family Friendly|Skiing|WiFi (Public Areas)|Openable Windows|Free WiFi (Combined)|Sauna|Electric Kettle|House / Apartment|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Pet Friendly|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine
131669,Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Direct beach access|Shower|Cot|Beach|Good Rating|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Electric Kettle|House / Apartment|Self Catering|Non-Smoking Rooms|Fan|Volleyball|Fridge|WiFi (Rooms)|Washing Machine
132171,Satellite TV|Golf Course|Telephone|Hotel|On-Site Boutique Shopping|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Swimming Pool (Bar)|Sun Umbrellas|Hotel Bar|Pool Table|Bathtub|Satisfactory Rating|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Television|Business Hotel|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Beach|From 3 Stars|Good Rating|4 Star|From 4 Stars|Organised Activities|Table Tennis|Deck Chairs|Family Friendly|Desk|Balcony|WiFi (Public Areas)|Spa (Wellness Facility)|Restaurant|Laundry Service|Free WiFi (Combined)|Romantic|From 2 Stars|Hammam|Free WiFi (Rooms)|Non-Smoking Rooms|Playground|Car Park|Safe (Rooms)|Swimming Pool (Indoor)|Jacuzzi (Hotel)|Large Groups|Singles|Computer with Internet|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift
132465,Satellite TV|Cosmetic Mirror|Telephone|Hotel|Hotel Bar|Bathtub|Satisfactory Rating|Terrace (Hotel)|Television|Business Hotel|Shower|Cot|Hairdryer|From 3 Stars|Good Rating|Family Friendly|Desk|WiFi (Public Areas)|Horse Riding|Openable Windows|Restaurant|Tennis Court|From 2 Stars|Conference Rooms|3 Star|Sauna|Bike Rental|Self Catering|Non-Smoking Rooms|Fan|Computer with Internet|Pet Friendly|WiFi (Rooms)|Washing Machine|Lift|Central Heating
132530,Cosmetic Mirror|Safe (Hotel)|Telephone|Hotel|Sitting Area (Rooms)|Country Hotel|Hypoallergenic Rooms|Cable TV|Hotel Bar|Bathtub|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Minigolf|Business Hotel|Shower|Cot|Hairdryer|Hypoallergenic Bedding|Accessible Parking|From 3 Stars|Good Rating|Radio|4 Star|From 4 Stars|Family Friendly|Desk|Balcony|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Restaurant|Free WiFi (Combined)|Romantic|From 2 Stars|Conference Rooms|Accessible Hotel|Porter|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Playground|Car Park|Safe (Rooms)|Flatscreen TV|Honeymoon|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating
132645,Satellite TV|Sailing|Diving|Sitting Area (Rooms)|Wheelchair Accessible|Hiking Trail|Camping Site|Television|Shower|Cot|Table Tennis|WiFi (Public Areas)|Surfing|Openable Windows|Bungalows|Boat Rental|Conference Rooms|Electric Kettle|Bike Rental|Self Catering|Playground|Car Park|Fitness|Pet Friendly|Fridge|Washing Machine|Central Heating
133671,Satellite TV|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Hotel Bar|Pool Table|Bathtub|Satisfactory Rating|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Beach|From 3 Stars|Deck Chairs|Family Friendly|Room Service (24/7)|Desk|WiFi (Public Areas)|Openable Windows|Restaurant|Laundry Service|From 2 Stars|Business Centre|Halal Food|Conference Rooms|3 Star|Electric Kettle|Non-Smoking Rooms|Car Park|Safe (Rooms)|Fitness|Computer with Internet|WiFi (Rooms)|Swimming Pool (Combined Filter)|Lift
134176,Sailing|Diving|Safe (Hotel)|Air Conditioning|Cable TV|Pool Table|Satisfactory Rating|Hiking Trail|Very Good Rating|Television|Shower|Beach|Good Rating|Bed & Breakfast|Horse Riding|Surfing|Openable Windows|Boat Rental|Bike Rental|Self Catering|Safe (Rooms)|Fan|Volleyball|Fridge|Central Heating
135584,Safe (Hotel)|Telephone|Hotel|Sitting Area (Rooms)|Wheelchair Accessible|Air Conditioning|Cable TV|Hotel Bar|2 Star|Satisfactory Rating|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Accessible Parking|Good Rating|Radio|Desk|Tennis Court (Indoor)|WiFi (Public Areas)|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|Tennis Court|Conference Rooms|Electric Kettle|Accessible Hotel|Porter|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Flatscreen TV|Computer with Internet|Pet Friendly|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Central Heating
137202,Satellite TV|Sailing|Cosmetic Mirror|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Television|Minigolf|Business Hotel|Guest House|Shower|Good Rating|Radio|Family Friendly|Desk|Openable Windows|Restaurant|Tennis Court|Boat Rental|Gay-friendly|From 2 Stars|Porter|Car Park|Volleyball|Central Heating
137736,Satellite TV|Telephone|Convenience Store|Sitting Area (Rooms)|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Bathtub|Satisfactory Rating|Terrace (Hotel)|Towels|Very Good Rating|Television|Business Hotel|Shower|Microwave|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|From 3 Stars|Good Rating|Radio|Deck Chairs|Family Friendly|Desk|WiFi (Public Areas)|Express Check-In / Check-Out|Laundry Service|Ironing Board|From 2 Stars|Conference Rooms|Electric Kettle|Accessible Hotel|Self Catering|Non-Smoking Rooms|Car Park|Jacuzzi (Hotel)|Computer with Internet|Pet Friendly|Fridge|WiFi (Rooms)|Serviced Apartment|Washing Machine|Lift|Central Heating
138660,Cosmetic Mirror|Hotel|Convenience Store|Sitting Area (Rooms)|Reception (24/7)|Wheelchair Accessible|Hypoallergenic Rooms|Teleprinter|2 Star|Bathtub|Satisfactory Rating|Television|Shower|Cot|Hairdryer|Beach|Hypoallergenic Bedding|Family Friendly|Desk|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Ironing Board|Free WiFi (Combined)|Electric Kettle|Accessible Hotel|Free WiFi (Rooms)|Non-Smoking Rooms|Flatscreen TV|Large Groups|Central Heating
140275,Telephone|Hotel|Sitting Area (Rooms)|Wheelchair Accessible|Country Hotel|Cable TV|Hotel Bar|Satisfactory Rating|Room Service|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Hairdryer|From 3 Stars|Good Rating|Table Tennis|WiFi (Public Areas)|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|Tennis Court|From 2 Stars|Bowling|Conference Rooms|3 Star|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Large Groups|Volleyball|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating
147824,Satellite TV|Safe (Hotel)|Telephone|Hotel|Sitting Area (Rooms)|Reception (24/7)|Cable TV|Hotel Bar|Pool Table|Satisfactory Rating|Room Service|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|From 3 Stars|Good Rating|Family Friendly|Desk|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Restaurant|Laundry Service|Free WiFi (Combined)|From 2 Stars|Conference Rooms|3 Star|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Fitness|Computer with Internet|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Lift|Central Heating
148292,Cosmetic Mirror|Telephone|Hotel|Sitting Area (Rooms)|Cable TV|Hotel Bar|Bathtub|Satisfactory Rating|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Cot|Hairdryer|From 3 Stars|Good Rating|Family Friendly|Desk|WiFi (Public Areas)|Openable Windows|Restaurant|Design Hotel|Romantic|From 2 Stars|Conference Rooms|3 Star|Bike Rental|Self Catering|Non-Smoking Rooms|Car Park|Computer with Internet|WiFi (Rooms)|Central Heating
148374,Golf Course|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Hotel Bar|Pool Table|2 Star|Bathtub|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Cot|Hairdryer|Radio|Family Friendly|Desk|WiFi (Public Areas)|Restaurant|Ironing Board|Free WiFi (Combined)|From 2 Stars|Electric Kettle|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Fitness|Large Groups|Computer with Internet|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Central Heating
149466,Satellite TV|Cosmetic Mirror|Safe (Hotel)|Telephone|Hotel|On-Site Boutique Shopping|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Massage|Hotel Bar|Pool Table|Club Hotel|Bathtub|Satisfactory Rating|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Steam Room|Gym|Hairdryer|Nightclub|Hypoallergenic Bedding|Beauty Salon|Accessible Parking|From 3 Stars|Convention Hotel|Good Rating|4 Star|From 4 Stars|Family Friendly|Room Service (24/7)|Desk|WiFi (Public Areas)|Express Check-In / Check-Out|Spa (Wellness Facility)|Restaurant|Laundry Service|Ironing Board|Free WiFi (Combined)|Romantic|From 2 Stars|Business Centre|Solarium|Conference Rooms|Sauna|Accessible Hotel|Porter|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Concierge|Safe (Rooms)|Fan|Honeymoon|Large Groups|Singles|Hairdresser|Computer with Internet|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Central Heating
150127,Satellite TV|Sailing|Safe (Hotel)|Telephone|Hotel|Senior Travellers|Convenience Store|Sitting Area (Rooms)|Reception (24/7)|Air Conditioning|Hypoallergenic Rooms|Sun Umbrellas|Hotel Bar|Pool Table|Satisfactory Rating|Airport Hotel|Room Service|Hiking Trail|Luxury Hotel|Towels|Very Good Rating|Television|Minigolf|Business Hotel|Shower|Microwave|Swimming Pool (Outdoor)|Cot|Hairdryer|Beach|From 3 Stars|Good Rating|4 Star|From 4 Stars|Deck Chairs|Family Friendly|Room Service (24/7)|Desk|WiFi (Public Areas)|Surfing|Openable Windows|Express Check-In / Check-Out|Laundry Service|Ironing Board|Free WiFi (Combined)|Tennis Court|Boat Rental|Gay-friendly|From 2 Stars|Bowling|Electric Kettle|Accessible Hotel|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Playground|Car Park|Safe (Rooms)|Fitness|Childcare|Computer with Internet|Pet Friendly|Volleyball|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Lift|Central Heating
